,at,score,thumbsUpCount,content
10963,2019-11-11,1,4,대충만든거 너무 티난다 가사도 지원 안되고 재생목록도 그렇고 추천 음악은 처음엔 좋은제 점점 갈수록 계속 똑같은 음악만 나오고 인터페이스도 구리지만 딱 유튜브랑 연동해서 듣기 좋다는 거 빼곤 좋은 점 하나도 모르겠음
10964,2019-11-11,4,0,"잘사용하고있습니다만, 가격이 좀 쎄기도 하고 한곡만 재생기능, 다운로드한 곡 순서 바꾸기 기능 등을 추가해주셨으면 좋겠습니다 부탁드립니다 ㅎㅎ"
10965,2019-11-11,3,0,저 프리미엄인데 화면꺼지면 노래도 꺼져요ㅠ
10966,2019-11-10,5,0,좋아요 그런데 시간되면 꺼지는 타이머 기능 넣어주면 좋겠습니다
10967,2019-11-10,3,3,"이어폰으로 음악을 들을때 음악이 나오기 전 1초, 끝난후 약 1초동안 지지직 거리는 현상이 발생합니다. 핸드폰 기종은 Galaxy A9 pro이며 삼성 기본제공 이어폰을 사용하였습니다.."
10968,2019-11-10,5,0,노래와 음악이 많아서 좋아요. ^~^
10969,2019-11-10,3,4,광고 다 괜찮은데 처음 쓸 때는 5초 정도의 광고만 나와서 유튜브 뮤직 앱의 특징인줄 알았는데 시간이 지나니까 이제 30분동안 광고를 해서 당연한게 아니란걸 깨달았네요ㅠㅠ 어떻게 조정이 안될까요?? 뮤직앱이니 만큼 너무 긴 광고를 피할 수 없을까요?
10970,2019-11-10,3,1,재생목록이 자꾸만 사라지네요 앨범에도 없고 수정 부탁드립니다.
10971,2019-11-09,1,0,아니 계속 강종됩니다 노래튼지 몇초만에 고쳐주세요 몇달째입니까
10972,2019-11-09,4,0,다 좋은데 재생시간설정 가능했으면 좋겠습니다ㅠㅠ
10973,2019-11-09,2,0,노래가사 없어서 불편해요 ㅠㅠ
10974,2019-11-09,5,0,좋아요
10975,2019-11-09,4,0,아이패드용은 가로모드를 지원하던데 안드로이드 태블릿은 언제 지원해 주시나여?
10976,2019-11-09,2,0,다 좋은데 가사가 지원 되지 않는건 치명적 단점 무슨 똥고집인지? 아니면 개발자가 실력이 없는건가?
10977,2019-11-08,4,0,오프라인저장된노래가 아티스트 이름순 같은걸로 정렬되면 좋겠습니다
10978,2019-11-08,3,0,비와이 신규앨범 추가해주세요
10979,2019-11-08,4,0,이 앱 1년 사용자 입니다. 가사만 지원하면 완벽할 것 같습니다.
10980,2019-11-08,5,0,멜론이 필요없네요.
10981,2019-11-07,4,26,"스마트폰에서는 동영상, 음악을 선택해서 음악만 들을수도 있는데, PC용 앱에서는 무조건 뮤비가 나와서 좀.. 물론 아래로 내려버리면 뮤비가 나오지 않지만, 다른 음악을 클릭해서 플레이하면 다시 뮤비가 나옴 ㅠㅠ 뮤비는 한두번정도 보는걸로 만족하고, 음악에 집중하고 싶은데 자꾸만 뮤비가 나와서.... 장점도 많지만, 아직 개선될점이 많아보이네요!"
10982,2019-11-06,5,0,대단히 만족합니다
10983,2019-11-06,5,0,good
10984,2019-11-06,4,0,"why don't you add lyrics function. that is not difficult for your company, isn't it?"
10985,2019-11-06,2,0,가로모드는 언제쯤????
10986,2019-11-05,1,2,갑자기 노래가 중간중간 0.1초정도 끊기는게 시작되더니 이젠 아예 재생목록이 다 날아갔네요. 혹시 서버점검이라도 있는건가요? 솔직히 좀 어이가 없습니다.
10987,2019-11-05,4,4,프리미엄 쓰면서 유튜브 뮤직으로만 음악듣게 돼서 다른 스트리밍 서비스 안쓴지 오래됐는데 갑자기 재생목록 만들어 놓은게 다 사라졌네요..? 다운로드 받은 것들은 프로필 누르면 볼수 있긴 한데 왜 보관함 탭 부분이 달라진건지 모르겠어요 복구할 수 있으면 좋겠어요 너무 불편해요
10988,2019-11-05,5,1,"취침예약, 멜론처럼 백그라운드재생 기능좀 넣어주세요~"
10989,2019-11-05,1,3,보관함의 좋아요한 노래 표시하던 항목 어디로 사라졌나요. 그리고 재생목록도 다 사라져 버렸는데 어떻게 된건가요
10990,2019-11-05,4,0,요즘 화면을 끄면 노래가 끊깁니다.
10991,2019-11-05,5,0,좋아요
10992,2019-11-05,2,1,재생목록이 사라졌어요..
10993,2019-11-05,1,3,재생목록 사라짐
10994,2019-11-04,3,7,정말 다 좋은데 가사랑 재생목록이 정말 흠인것같습니다ㅠㅠ 쓰다보면 믹스테이프에 내 취향에 맞춰서 음악이 들어있는건 좋은데......그곡들이 다 제가 좋아하는곳은 아니라 재생목록이 꼭 생겻으면 좋겟고 제가 노래를 들으면서 가사를 정말 중요하게봐서 가사표시도 해줫으면 정말 좋을것같습니다. 이 두 개만 충족되면 유튜브 프리미엄을 삿는데 우투브 뮤직이 딸려온게아닌 유튜브 뮤직쓸려고 프리미엄 가입했는데 광고도 제거되고 유튜프 오리지널도 딸려온 느낌이 들것같습니다.
10995,2019-11-03,5,0,좋아요
10996,2019-11-03,5,0,다른건 다 좋은데 가사도 볼수있게 업데이트 하면 더 좋을거같아요
10997,2019-11-03,5,0,가사가 있었으면 좋겠습니다
10998,2019-11-02,1,0,백그라운드로 들을라고 유료멤버쉽 쓰는데 왜 때문에 툭하면 안되는건지 열받아 돌아버리겠음 ㅡㅡ
10999,2019-11-02,1,1,무료체험 클릭하면 월 자동결제됨 돈버는 방법도 가지가지다.
11000,2019-11-01,2,0,오프라인 저장도 재생목록에 따라 분류할 수 있으면 좋으련만
11001,2019-11-01,3,0,가사 지원해주세요. 그리고 플레이리스트 기능이 여러모로 안직관적임
11002,2019-10-31,5,0,좋아요
11003,2019-10-31,1,0,노래 다운가능한줄 알았는데 실망이내요 돈내라니 진짜 기대한 앱인데 완전대실망이에여
11004,2019-10-31,3,1,좋긴한데 재생목록에 음악 추가할때 하나씩 밖에 선택이 안되네요 여러개 같이 선택해서 한번에 재생목록 추가하면 좋을텐데 이런기능 꼭 넣어주세요.
11005,2019-10-31,4,0,많이 들은 곡 같은 기본 자동재생목록이 없어서 아쉬워요
11006,2019-10-30,1,0,재생목록 들가서 노래틀고 다시 재생목록으로 못들어감 오류가 넘 많음
11007,2019-10-30,5,3,한 노래를 여러개의 재생목록에 넣고 싶은데 Youtube처럼 한번에 재생목록을 선택해서 넣을 수 있으면 좋을것 같습니다.너무 번거로워요.
11008,2019-10-30,5,0,모르던 음악도 많이 알게 되었고 유튜브 사용자라면 광고 없는게 얼마나 편한지 모르겠어요~~
11009,2019-10-30,2,11,다 좋은데 왜 자꾸 있는 노래가 삭제되거나 비슷한 다른 노래로 바뀌는 거죠 예를 들면 오리지널 노래를 다운받았는데 언제 보니까 리믹스로 바껴있고 그런... 그리고 자꾸 노래도 끊기고요. 제발 이 현상들 좀 고쳐주세요 그리고 다운로드한 컨텐츠에 보니까 갑자기 개별곡들은 없어지고 다운로드한 앨범만 남아있던데 이건 또 왜 그런 건가요ㅠㅠㅠ 제발 고쳐주세요 아직 부족한 부분이 너무 많은 것 같아요
11010,2019-10-30,3,0,위젯 좀 만들어주세요
11011,2019-10-30,5,0,대박 진짜 편해요 반복재생도 가능하고 너무 좋네요~!
11012,2019-10-29,2,0,백그라운드재생 끊겨요엄청 왜이래요? 갑자기 심하네
11013,2019-10-29,1,1,누구는 6개월 무료체험 할수있고 누구는 1개월 무료체험인데 왜 그런건가요? 너무 차별이 심하네요 모두 똑같이 6개월 무료체험 할수있도록해주세요
11014,2019-10-29,2,0,자꾸 끊겨요.
11015,2019-10-29,2,3,다른 뮤직어플을 비교해본다면 안나오는 음악이 존재하며 부가적인 기능면에서 부족함이 큰 모습을 보이고 그냥 방치되는 수준으로 보임
11016,2019-10-28,5,0,좋다
11017,2019-10-28,3,0,가수 차단기능 업데이트 바랍니다
11018,2019-10-28,5,1,음질 개선 부탁드려요~
11019,2019-10-27,1,0,유트브가 점점 싫어져감
11020,2019-10-27,4,1,가사가 나온다면 정말 좋겠네요
11021,2019-10-27,4,2,다 좋은데 취침 타이머좀 만들어주세요... 모닝콜 도 있으면 더 좋구요
11022,2019-10-27,5,1,완벽한 뮤직앱인듯
11023,2019-10-27,5,1,"뮤직어플의 1인자일수밖에없는 운명의 앱 모든노래가다있고, 데이터도 노래만 들은면 별로 안들고, 돈을 안내고도 충분히 사용가능하다는점 게다가 프리미엄은 왠만한 뮤직어플가입비용정도인데 훨씬 뛰어난 가성비를 갖고있음. 다른앱과는 다르게 사용자의 성향을 분석해 추천을 해주는 뷰직스테이션기능은 생각보다 엄청나게 편함 멜론 이런거 쓸바엔 유튜브 뮤직쓰는게 100배1000배는 이득"
11024,2019-10-27,3,0,가사 보는 기능없나요?
11025,2019-10-27,3,0,핸드폰을 꺼도 계속 안틀어지는거 별로임
11026,2019-10-27,1,0,"좋아요목록이 삭제 안되는 버그 때문에 나의 소중한 시간을 버렸다, 호환성 최적화 쓰레기"
11027,2019-10-27,5,0,유튜브 프리미엄 무제한 했으면 좋겠어요
11028,2019-10-27,1,2,노래 진짜 심할때는 몇초에 한번씩 끊기고 노래 틀고 앱 스크롤 넘길때마다 계속 멈춥니다 진짜 짜증나요;
11029,2019-10-26,3,7,"먼저 유튜브 프리미엄 이용중이구 장점은 타 음악앱에 없는 노래재생가능 매우좋음. 단점은 유튜브 앱에서 공식적으로 저작권을 가진사람이 올린 노래영상도 유튜브뮤직앱에 검색하면 없는게 꽤 많음. 안뜨는 와중에 우연히 다른사람 재생목록으로 그 노래를 찾았더니 ""이용할 수 없는 노래""라고 뜸. 카테고리가 음악분류로 되어있는것만 인식해서 그것들만 듣게 해놓았고, '공식적으로 저작권을 가진사람이 올린' 노래영상인데도 불구하고 '엔터테인먼트'로 되어있다는 이유 하나만으로 재생불가. 예상으론 우리나라는 유튭 프리미엄1개로 유튭프미도 뮤직프미도 사용가능하지만 해외에선 유튜브 프리미엄과 유튜브 뮤직 프리미엄을 따로따로 결제를해야해서 꼼수방지로 일반영상을 막아놓은 것 같지만 한국은 현재1개이므로 일반영상을 넣어도 문제가 없다 생각합니다. 따라서 카테고리 '음악' 이외에 엔터테인먼트로 되어있는 영상도 재생 가능하게하여 다르게 분류돼 못 듣게된 음악도 들을수있게 개선해주셨으면 좋겠습니다."
11030,2019-10-26,4,7,정식 음원 발매 안된 팝송이나 노래들 듣는건 좋은데 타이머 기능 좀 추가해주세요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ제발ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
11031,2019-10-26,3,0,상단표시줄에 안떠서 불편 ..갑자기 안뜨네여
11032,2019-10-26,4,0,좋아요
11033,2019-10-26,4,37,뮤직앱 하나만 보고 프리미엄결제하기는 살짝 아깝고 유튜브 프리미엄에 따라온다고 생각하면 쓸만함. 오프라인 저장이 진짜 괜찮은듯
11034,2019-10-26,2,1,제발 노래 제목 패치 제대로 해주세요. 곡과 제목 (아티스트명)이 매치가 안 되는 경우가 많네요. 제발 제발 빠른 수정 부탁합니다.
11035,2019-10-25,4,1,모든 면에서 만족 하는데 YouTube Music 앱에서 잠시 나가거나 휴대폰 화면이 꺼져 있더라도 음악이 재생되게 해주셨으면 좋겠네요.
11036,2019-10-25,1,2,1. 많은 아티스트 페이지들에서 아티스트의 앨범이 안 보이네요. 일부 인기곡과 동영상만 표시됩니다. 2. 셔플재생에 마지막 곡이 존재하는 음악앱은 네가 처음이야.
11037,2019-10-25,3,1,이퀄라이져 및 음장효과가 너무 빈약해요. 특히 AGC기능은 꼭 있었으면 합니다 ㅜㅜ
11038,2019-10-25,5,0,이름값하네요ㅋㅋㅋㅋㅋ
11039,2019-10-25,5,2,좋은데.. 위젯만들어주시면 안될까요..?
11040,2019-10-25,4,17,저는 일단 유튜브 프리미엄이구요 스포티파이쓰다가 넘어 왔는데 의외로 가격도 착하고 다좋아용 정말 냥냥하요 근데 가사가 생기면 정말 좋을거 같은데....
11041,2019-10-24,4,10,잘 사용하고있어요. 국내 스트리밍서비스에는 없는 팝송 들을 수 있는게 가장 좋구요. 하나 아쉽다면 다운로드한 항목 목록에서 여러노래를 선택해 한꺼번에 재생목록을 만들 수 있음 좋겠어요. 그리고 가사지원도 부탁드립니다.
11042,2019-10-24,5,0,좋다
11043,2019-10-24,5,0,제발 가사 지원 좀 제발 그것만이라도 있으면 정말 정말 좋을 듯. 제발 좀... 돈 쓰는 맛 좀 있으면 좋겠음...
11044,2019-10-24,5,0,이엡에서 나가도 노래가 나오면 좋을것 같아요 데이터도 별로 안들어서 좋아요 공부하면서 듣고있어요
11045,2019-10-24,2,3,내가 들은 기록들이 재생목록에 바로바로 담겼으면 좋겠어요!!!! 멜론이나 지니뮤직 처럼요! 지금은 보관함-재생목록- 들어가서 만들어놓은 재생목록 찾아야 해서 번거롭고 불편해요ㅠㅠ 앱 들어가자마자 밑 부분에 내 재생목록이 있었으면 좋겠습니당!!
11046,2019-10-24,4,0,가사도 볼수있게 해주세요 !
11047,2019-10-24,3,0,가사 기능좀 넣어줬으면..
11048,2019-10-23,3,18,아쉬운점. 1. 블투 이어폰으로 재생버튼을 누르면 앱 실행이 안됨(벅스 등은 잘 됨) 2. 뮤비 등 동영상 재생시 유튜브앱은 풀화면으로 확대가 되는데 얘는 안됨(노트9사용중) 3. 뮤비 재생시 앨범아트 음악만 있는 애들이 자꾸 끼어들어옴. 카테고리 구분이 필요함 4. 플레이리스트 기능 개편이 시급함 곡 추천 등 나름 장점도 많은 앱인데 기능부분을 조금 더 보완해주었으면 합니다.
11049,2019-10-23,5,0,잠금화면에서도 노래 좋아요 누를수 있으면 좋겠습니다
11050,2019-10-23,5,0,한번 쓰고나면 못잊겠음
11051,2019-10-23,1,0,끊김 대박이다 진짜. 이러고도 돈버니?
11052,2019-10-23,3,0,위젯좀 만들어요 제발
11053,2019-10-23,4,1,구독한 아티스트의 신곡이 나왔을때 피드에 떴으면 좋겠습니다
11054,2019-10-23,1,2,유튜브 프리미엄 사용 중인데 재생버튼을 눌러도 재생이 안됩니다.
11055,2019-10-22,3,2,음악감상용 어플임에도 불구하고 검색결과 내에서 내가 원하는 곡만 선택해서 재생하는 기능이 없네요..
11056,2019-10-22,1,0,유료인데 가사 지원도 안되고 자꾸 재생중 혼자 일시정지 됨
11057,2019-10-22,3,11,왠지 모르겠는데 자꾸 끊기네요. 다운로드 목록만 재생해서 인터넷 문제는 아닐텐데... 알람 기능이랑 예약종료 기능 있으면 너무너무너무 좋을 것 같고 앱을 켜지 않아도 위젯에서 정지하거나 재생할 수 있으면 좋겠어요. 그리고 제발 다운로드 목록이나 재생목록에서 원하는 노래 검색할 수 있는 기능 좀 추가해주세요
11058,2019-10-22,1,0,윤하 subsonic이 괜찮다로 나와요.. 노래 다 섞였어요;;;;
11059,2019-10-22,1,1,다 좋은데 백그라운드에서 어플을 닫으면 재생이 안됨.. 단점 하나가 다른 장점들을 다 가려버림
11060,2019-10-21,5,0,많는 신음악을 들을수 잇어 좋다
11061,2019-10-21,3,0,예약종료좀 만들어 주세요
11062,2019-10-21,5,0,종하요
11063,2019-10-21,1,0,wi-fi 대기 중...이라고 뜨면서 다운로드 안 되는데 어떡해야 하나요?
11064,2019-10-21,4,0,정말 만족스럽고 좋지만 일정시간이 지나면 자동종료되는 취침모드 기능이 생기면 훨씬 좋아질 것 같아요
11065,2019-10-20,1,0,노래 제목이랑 내용이랑 다른 거 언제 고칠 거임?
11066,2019-10-20,1,0,블루투스 이어폰만그런건지 모르겠는데 창닫고 들으면 듣다가 갑자기 멈춤 이게개선안된지도 오래되서 그냥 안쓴다. 사람들이 개선요구하면 피드백이라도 좀...
11067,2019-10-20,4,1,아무래도 유트브 영상과 연동하여 끊기지 않고 재생되는게 큰 메리트에요. 그치만 가사가 안뜨는게 최대 단점..ㅠ
11068,2019-10-20,4,5,1. 위젯 만들어주세요 2. 앱 모두종료해도 노래 재생되게 만들어주세요 3. 노래 여러개 한번에 선택해서 추가/삭제할 수 있게 해주세요 4. 목록 제일위로/제일아래로 버튼 만들어주세요 5. 재생목록 정렬 순서 (추가순/오래된순/이름순) 등으로 다양하게 정렬할 수 있게 해주세요
11069,2019-10-20,4,1,"잘 사용하고 있고 상단바나 잠금화면에서 노래 재생시간, 어플 안에서는 가사를 제공하는 기능이 있었으면 합니다"
11070,2019-10-20,1,1,요즘 UI 너무 많이 깨지는데다가 갑자기 작동 멈추고 개판도 이런 개판이 따로 없네요. 돈아까워요.
11071,2019-10-20,2,2,믹스테이프(맞춤재생) 특정 노래 자주 보이지않기 기능 추가및 추천ai 향상 부탁드립니다. 항상 같은 노래만나오네요.
11072,2019-10-20,4,1,요구사항 1. 재생화면에서 Google 가사검색으로 바로 이동할 수 있도록 해주세요. 2. 악동뮤지션(akmu)의 사춘기 하 앨범 수록곡의 제목이 실제 곡과 전부 불일치합니다. 수정하세요.
11073,2019-10-20,4,1,"대체적으로 마음에 드는데 백그라운드에서 노래 재생상태와 목록을 볼 수 있음 좋겠어요. 잠금화면, 사이드바 등에서요! 그리고 위젯이 있으면 좋겠습니다!!!!!!"
11074,2019-10-19,4,0,노래 자막좀 나오게 해주세요
11075,2019-10-19,3,0,좋긴 한데 노래 제목이 이상한 게 많음 노래 제목이 원래 인공잔디인데 여기에선 지하철에서로 되어있고 악뮤 노래 다 이상하게 되있음;;
11076,2019-10-19,2,3,"갤럭시 노트8인데 이 앱을 삭제했다가 다시 깔았는데 노래가 무한 버퍼링 되는게 많이 생겼네요. 유튜브로 들을 땐 아무 문제 없었는데 그럽니다. 재생목록에 다시 넣어도, 새로 검색하고 들어도 무한 버퍼링입니다."
11077,2019-10-19,2,72,"실사용자입니다 불편한 점만 이야기 하겠습니다 노래 재생후 폰을 끈 뒤(화면) 다시 키고 나서 반복적이지는 않지만 빈도가 너무 큽니다 뒤로가기가 안되는 경우,홈 또는 핫리스트 이동 불가현상 다시 나갔다 들어왔다를 2~3번 반복하거나 앱을 완전히 끈 뒤 키는 등 해결방법이 있다만 불편한거같습니다 앱 수정 부탁드립니다."
11078,2019-10-19,1,2,"노래 정렬기능 추가해주세요. 제목순, 아티스트순 이런거요. 그리고 노래이름 영어로 추가되는것도 좀 고쳐주세요ㅜㅜ 가사도 나오게 해주세요 진짜 딱 듣는거말고는 안 되네요"
11079,2019-10-19,1,0,댓글좀 보고 오류 개선좀 하세요; 돈내고쓰고있는데 화나네ㅡㅡ
11080,2019-10-19,3,0,가사지원되면 좋겠어요.
11081,2019-10-18,5,5,잘쓰고 있습니다 다만 여타 음원 스트리밍 어플들처럼 음원들을 일괄선택 할 수 있는 기능좀 넣어주세요. 음원 하나하나 선택해서 삭제하거나 재생목록에 넣을때 많이 힘드네요.
11082,2019-10-18,4,1,최근 어플 모두 닫기 하면 꺼지는 현상 수정해주세요 ㅠ 다른 스트리밍 어플은 그렇게 해도 계속 재생 되는데 유튜브 뮤직만 같이 꺼져서 불편합니다
11083,2019-10-18,2,1,돈은 빠져나가고 프리미엄 가입이 안되네여 확인 부탁드립니다
11084,2019-10-18,3,0,인기차트를 세분화하면 좋을거 같은
11085,2019-10-18,3,3,"아니;; 제목이랑 노래들이 뒤죽박죽 섞여 있습니다 예를들면 ""얼음들""이라는 제목의 노래를 틀었는데 ""GIVELOVE""라는 노래가 나온다든지... 한두번이 아닙니다. 특히 악뮤 앨범 ""항해"" 빼고 다 이럽니다 돈내고 쓰는데 이건 쫌...;;"
11086,2019-10-18,1,3,으애애애액 대체 왜 재생ㅈ이 안되죠? 노트10+로 바꾸고나서부터 오류뜨면서 재생을 못하네요 진짜ㅜㅜㅡㅜ빨리좀ㅜㅜㅜ고쳐줘여ㅜㅜㅜㅠ으애애악노래듣고싶서애어애애앵
11087,2019-10-18,2,0,잘 사용 중인데 업데이트하니까 가로모드 지원이 안되네요? 수정부탁합니다
11088,2019-10-17,4,0,다른건 다 좋은데 잠금화면에 뜨는거랑 타이머 설정기능 좀 추가해주셨으면 좋겠습니당
11089,2019-10-17,4,0,가사 지원은 안될까요?
11090,2019-10-16,5,0,정말좋아요
11091,2019-10-16,3,0,무조건 창을 띄어놔야하네요오..
11092,2019-10-15,4,2,잘 쓰고 있는데 한번씩 그냥 음악이 끊기기도하고 다음 곡으로 넘어가버리는 경우가 있습니다 왜그런거죠? 일식적인건가요?
11093,2019-10-15,5,2,다른 스트리밍 쓰다가 넘어왔는데 정말 잘 사용하고있습니다. 홈화면에 위젯을 추가할 수 있다면 더 좋을것같네요
11094,2019-10-14,5,0,노회찬 심상정 유시민 조준호 전 공동대표는
11095,2019-10-14,3,12,1.가사가 생겼으면 좋겠음 2.제가 못찾는건진 모르겠지만 멜ㄹ이나 지ㄴ 등 다른 음악어플처럼 실시간 순위?같이 트랙이 있었으면 좋겠음 그 외엔 불편한걸 느끼지 못했고 아직 처음이라 적응하는 시간이 필요할것 같아요 가격도 저렴하고 좋아요(: 질문)데이터 소모는 그냥 유튜브 보는거랑 똑같나요? -다운하지않음을 가정했을때
11096,2019-10-14,4,2,재생목록내에서 노래검색하는 기능 추가해주세요 ㅠㅠ 만족하면서 쓰는중입니다!
11097,2019-10-13,3,1,전에는 잠금화면이나 알림창에 무슨노래가 나오는지 떴었는데 이제 그 기능이 사라졌나보네요ㅠㅠ 돌아와주세요 제발 넘 불편합니다
11098,2019-10-13,3,0,한국음악만자꾸추천해서답답
11099,2019-10-13,3,0,가사가별로 없고 음원도 부족함
11100,2019-10-13,5,0,It's great! I really love it!
11101,2019-10-13,5,0,좋아여
11102,2019-10-12,4,1,ㅁㄹ에서 넘어옴 난 만족 근데 가사 안나오는게 좀 불편 이건 언제쯤 고쳐지려나
11103,2019-10-12,5,0,유사곡을 계속 찾아주니까 재생목록이 끝이 없네
11104,2019-10-12,1,0,다운로드 안됨
11105,2019-10-11,5,0,좋음
11106,2019-10-11,3,0,영상 상단에 노래와 동영상을 선택할 수 있는데 기본적으로 노래로 선택이되더군요. 설정탭에서 기본재생방식을 선택할 수 있었으면 하네요
11107,2019-10-11,3,0,노래가 몇개 제한되어있는게 아쉽습니다ㅠ 그보다도 유튜브 프리미엄이 두번 구매되었는데 환불조치 불가할까요ㅠ
11108,2019-10-11,5,1,모바일 다운로드한 음악을 pc에서 들을수없어 아쉽습니다 다른부분은 대만족하며 사용중입니다
11109,2019-10-10,5,2,다 좋은데 갑자기 며칠 전부터 음악 들을 때 쩌적 거리면서 엄청 끊기더니 재생이 안 되네요. 끊길 이유가 없는데 계속 끊겨서 듣지도 못 하고 앱 사용도 못 하고 있어요.. 얼른 고쳐주셨으면 좋겠습니다
11110,2019-10-10,5,0,굿
11111,2019-10-10,3,2,화면꺼지면 노래도 꺼지는군요... ㅎㅎ 음악 어플이라고 해서 무의식적으로 전원버튼 눌렀는데 노래도 같이 다운이네요...
11112,2019-10-10,1,3,어제부터 왜 이렇게 오류가 나죠... 거의 1년간 계속 잘 사용하고 있었는데😂😂 아예 음악 재생이 안됩니다
11113,2019-10-10,2,7,무선이어폰 사용할때는 어플실행이 잘 됬었는데 유선이어폰 사용할때 계속 에러나고 앱 중간에 다운다고 그러네요 ㅠ 처음엔 이어폰 탓인가 해서 다른 유선이어폰 구입해서 사용했는데 같은 현상이 반복되고 유투브는 제대로 실행되는거 보면 음악어플에 문제인거 같습니다 ㅠ 한번 확인해주시길 바랍니다 ㅠ
11114,2019-10-09,1,0,아니 지웠다 깔아도 재생이 안 돼요
11115,2019-10-09,4,2,멜론보다 음악 추천 좋아서 무료 이용기간 끝나구 갈아탈건데 가사 지원이 안돼서 넘 불편해요ㅜㅜㅜㅜㅜ가서 지원 서비스 빨리 해주세요 그럼 완벽!!!
11116,2019-10-09,4,0,위젯만들어주세요 제발
11117,2019-10-08,3,2,1. 위젯 만들어주세요. 매번 앱 들어가서 실행하기 번거로움 2. 앱 모두종료시에도 실행되게 해주세요. 3. 음악 판정 범위를 늘려주세요. 유튜브에서 저장한 영상들중 몇개는 시청이 안되네요.
11118,2019-10-08,3,3,다운로드한 노래 항목을 지울때마다 상위항목으로 돌아오는것좀 수정해주세요. 다운로드한 곡들 한번에 선택해서 삭제할수있는기능이 추가되었으면 좋겠습니다.
11119,2019-10-08,5,0,정말 이런 음악듣기 플레이는 대박이다.
11120,2019-10-08,1,0,리스트내에서 검색 좀 만드세요
11121,2019-10-07,2,2,반복재생이 없어서 굉장히 불편함. 현재 곡 반복재생도없고.. 내가 직접 뒤로 돌려야겠니
11122,2019-10-07,1,0,재생중에 다른작업을 하다가 다시 재생을 시도하면 재생이 안되는 경우가 엄청 많아요
11123,2019-10-07,5,0,만족스러움 다만 아쉬운점이라면 가사와 타이머 기능이 없는것
11124,2019-10-07,5,0,다 좋은데 램청소할때 노래꺼지는데 멜론은 안그러던데 좀 고쳐주세요ㅠㅠ
11125,2019-10-07,4,0,add a lyric function please
11126,2019-10-07,5,13,동영상 모드가 아닌 노래모드일때 해당곡의 가사를 볼수 있으면 좋을 것 같아요 가사는 유투브에서 제공해도 좋고 사용자가 업로드하게 해도 좋을 거 같아요
11127,2019-10-06,3,4,멜론에서 넘어왓는데 사용하는건 확실히 멜론이 편하긴 함 1. 재생목록 추가하면 최근에 추가한게 제일 아래에 있음 위로 추가해줬음 좋을것 같네요 2. 재생목록에서 스크롤 시 그 방향의 끝으로 이동 가능한 기능 있음 좋겠네여 3. 재생목록 내에서 추가한 음악만 검색할 수 잇었으면 좋을것 같아요 이것만 추가해도 떡상할듯
11128,2019-10-06,4,99,"다 좋은데 잠금화면에서도 재생목록이나 무슨곡이 재생되고 있는지 보이면 너무 좋을것 같네요! 그리고, 노래를 추천할때 마음에 들지 않았던 곡을 반영하는 시스템이 있으면 좋겠어요! 잠금화면에서 볼수있는것이나, 위젯도 만들어주셨으면 해요!"
11129,2019-10-06,5,0,조아요
11130,2019-10-06,1,0,인터페이스가 별로임.
11131,2019-10-05,4,1,좋긴한데 아티스트가 많이 이상하게 돼있네요 검색을 하믄 이름만 같은 다른 아티스트들 노래들이 같이 나와용
11132,2019-10-05,3,0,다좋은데 가사지원도 해줫으면 좋겠어요 ㅠ
11133,2019-10-05,3,0,.진병창
11134,2019-10-04,2,0,위젯 제발 만들어주세요
11135,2019-10-04,4,1,제가 좋아할만한 음악들을 추천해주는게 아주 맘에들어요!! 다만 위젯이 개발되었으면 좋겠어요.
11136,2019-10-04,3,1,업뎃되면서 음량이 저번보다 작아졌습니다. 개선 부탁드립니다.
11137,2019-10-04,1,0,아니 들으라는거야 말라는거야 노래제목이랑 나오는 노래랑 일치 하지않으면 어떡해요;;;;; 예를 들어 악동뮤지션 오랜날 오랜밤을 누르면 그때 그 아이들은이 나오는 식인데 이게 정말 많아요 이런식에 오류가;; 개빡치네
11138,2019-10-04,5,0,편하고 좋아요
11139,2019-10-04,1,0,무슨 다운하는데 돈을줘 쓰레기네
11140,2019-10-04,2,11,멤버십 결제가 두번 됐어요 해결해주세요
11141,2019-10-04,3,0,가사좀 추가해주세요
11142,2019-10-04,2,0,ㅇㅎㅇㄹㅈㅊ오1로
11143,2019-10-04,1,0,안드로이드 상단 바에서 노래 넘기기 할 수 있게 해주세요..
11144,2019-10-03,2,6,노래가 잘 나오다가 갑자기 노래가 일시정지되고 다음곡 넘어가면 곡마다 볼륨이 너무 들쑥날쑥합니다
11145,2019-10-03,4,0,가사가 나오면 더 좋을것 같아요
11146,2019-10-03,1,4,롤 경기같이 실시간으로 하는걸 보다보면 화면이 줌된 것 처럼 짤리거나 버퍼링도 아니고 멈춰버리거나 240p쯤으로 화면이 고정되버리는 경우가 심각하게 많음 지금도 그러네 캬 그리고 실시간 버튼이 언제부터 누르면 마킹 된 곳으로 돌려주는 버튼이 된거임? 제일 앞으로 가는 버튼 아님? 잘 좀 만듭시다.
11147,2019-10-03,1,3,중간에 멈췄다가 다시틀면 노래가 재생이 안되네요 그래서 다시 재생목록들어가서 일일이 재생시켜야되요
